id,total_proteins,majority_class,majority_class_count,purity_score,infilation
1765,2,recombinationReplication,2,1,2
1774,4,lysis,2,0.5,2
1785,2,recombinationReplication,2,1,2
1806,1725,structuralAssembly,1725,1,2
1807,990,structuralAssembly,990,1,2
1809,4,recombinationReplication,4,1,2
1810,5,lysis,3,0.6,2
1811,202,structuralAssembly,160,0.792079208,2
1812,180,structuralAssembly,178,0.988888889,2
1814,472,structuralAssembly,472,1,2
1816,233,structuralAssembly,233,1,2
1817,165,recombinationReplication,157,0.951515152,2
1822,99,structuralAssembly,99,1,2
1823,179,structuralAssembly,179,1,2
1825,160,structuralAssembly,160,1,2
1826,91,recombinationReplication,91,1,2
1827,27,structuralAssembly,27,1,2
1828,59,recombinationReplication,59,1,2
1829,172,structuralAssembly,172,1,2
1830,158,structuralAssembly,158,1,2
1831,2,recombinationReplication,2,1,2
1832,79,recombinationReplication,79,1,2
1833,77,structuralAssembly,77,1,2
1836,198,lysogeny,191,0.964646465,2
1838,58,structuralAssembly,58,1,2
1840,13,recombinationReplication,13,1,2
1841,2,recombinationReplication,2,1,2
1844,9,recombinationReplication,9,1,2
1845,2,structuralAssembly,2,1,2
1846,140,structuralAssembly,140,1,2
1847,44,recombinationReplication,44,1,2
1848,15,recombinationReplication,15,1,2
1850,23,lysogeny,23,1,2
1851,79,structuralAssembly,53,0.670886076,2
1853,41,structuralAssembly,41,1,2
1854,45,structuralAssembly,45,1,2
1855,83,lysogeny,79,0.951807229,2
1857,71,lysogeny,67,0.943661972,2
1858,34,structuralAssembly,34,1,2
1859,38,recombinationReplication,38,1,2
1861,47,lysis,38,0.808510638,2
1862,33,lysis,33,1,2
1865,24,recombinationReplication,24,1,2
1866,3,structuralAssembly,2,0.666666667,2
1867,26,structuralAssembly,26,1,2
1872,28,recombinationReplication,28,1,2
1874,2,lysogeny,1,0.5,2
1878,35,structuralAssembly,35,1,2
1882,44,structuralAssembly,44,1,2
1889,62,structuralAssembly,62,1,2
1890,74,lysis,73,0.986486486,2
1901,27,structuralAssembly,27,1,2
1903,16,structuralAssembly,16,1,2
1908,22,structuralAssembly,22,1,2
1909,21,lysis,21,1,2
1912,68,structuralAssembly,68,1,2
1917,30,structuralAssembly,30,1,2
1918,46,recombinationReplication,46,1,2
1922,3,structuralAssembly,3,1,2
1926,32,structuralAssembly,31,0.96875,2
1928,43,structuralAssembly,43,1,2
1930,44,structuralAssembly,44,1,2
1935,18,recombinationReplication,18,1,2
1937,6,recombinationReplication,6,1,2
1938,27,recombinationReplication,25,0.925925926,2
1947,18,lysogeny,18,1,2
1949,4,recombinationReplication,3,0.75,2
1954,18,recombinationReplication,18,1,2
1955,63,structuralAssembly,63,1,2
1969,47,structuralAssembly,47,1,2
1971,15,lysis,15,1,2
1972,4,recombinationReplication,4,1,2
1976,3,structuralAssembly,3,1,2
1980,27,recombinationReplication,27,1,2
1985,23,recombinationReplication,23,1,2
1988,13,lysogeny,13,1,2
1991,26,lysis,26,1,2
1992,13,structuralAssembly,10,0.769230769,2
1993,4,lysogeny,4,1,2
1996,2,lysogeny,1,0.5,2
1998,11,lysis,11,1,2
2010,13,recombinationReplication,13,1,2
2013,13,lysis,7,0.538461538,2
2015,11,recombinationReplication,11,1,2
2016,19,structuralAssembly,19,1,2
2019,10,recombinationReplication,10,1,2
2022,12,recombinationReplication,12,1,2
2026,8,recombinationReplication,7,0.875,2
2030,9,structuralAssembly,9,1,2
2031,12,recombinationReplication,9,0.75,2
2032,5,recombinationReplication,5,1,2
2034,6,recombinationReplication,6,1,2
2041,33,structuralAssembly,33,1,2
2042,22,structuralAssembly,22,1,2
2043,16,lysis,16,1,2
2051,15,lysis,11,0.733333333,2
2056,2,recombinationReplication,2,1,2
2058,11,structuralAssembly,11,1,2
2059,26,recombinationReplication,26,1,2
2067,15,recombinationReplication,9,0.6,2
2070,4,structuralAssembly,4,1,2
2071,4,recombinationReplication,4,1,2
2072,14,recombinationReplication,14,1,2
2077,24,structuralAssembly,23,0.958333333,2
2078,22,structuralAssembly,22,1,2
2082,11,structuralAssembly,11,1,2
2083,11,structuralAssembly,11,1,2
2085,22,lysogeny,15,0.681818182,2
2092,10,recombinationReplication,10,1,2
2098,2,recombinationReplication,2,1,2
2106,13,lysogeny,13,1,2
2107,2,recombinationReplication,2,1,2
2111,8,structuralAssembly,8,1,2
2113,22,structuralAssembly,22,1,2
2115,2,recombinationReplication,2,1,2
2116,23,lysogeny,17,0.739130435,2
2118,5,recombinationReplication,5,1,2
2119,13,lysogeny,10,0.769230769,2
2124,4,recombinationReplication,4,1,2
2148,7,recombinationReplication,7,1,2
2156,3,recombinationReplication,3,1,2
2161,8,structuralAssembly,8,1,2
2163,2,recombinationReplication,2,1,2
2169,10,structuralAssembly,10,1,2
2170,16,structuralAssembly,16,1,2
2172,2,structuralAssembly,2,1,2
2178,8,structuralAssembly,8,1,2
2189,4,lysis,4,1,2
2195,2,recombinationReplication,2,1,2
2198,6,recombinationReplication,6,1,2
2199,6,structuralAssembly,6,1,2
2202,6,recombinationReplication,6,1,2
2206,3,recombinationReplication,3,1,2
2213,5,recombinationReplication,5,1,2
2214,10,recombinationReplication,10,1,2
2217,14,structuralAssembly,14,1,2
2218,11,recombinationReplication,11,1,2
2220,12,structuralAssembly,12,1,2
2221,7,recombinationReplication,7,1,2
2223,5,lysogeny,5,1,2
2228,5,lysogeny,5,1,2
2229,2,structuralAssembly,2,1,2
2232,8,lysogeny,8,1,2
2234,4,recombinationReplication,4,1,2
2235,6,structuralAssembly,6,1,2
2243,2,structuralAssembly,2,1,2
2247,10,recombinationReplication,9,0.9,2
2256,5,recombinationReplication,5,1,2
2257,5,structuralAssembly,5,1,2
2258,8,lysis,6,0.75,2
2260,5,lysogeny,5,1,2
2278,2,lysogeny,1,0.5,2
2285,5,structuralAssembly,5,1,2
2287,4,structuralAssembly,4,1,2
2290,6,structuralAssembly,6,1,2
2294,2,lysogeny,2,1,2
2298,5,recombinationReplication,5,1,2
2299,9,structuralAssembly,9,1,2
2311,10,lysogeny,10,1,2
2312,2,structuralAssembly,2,1,2
2315,3,lysogeny,3,1,2
2317,5,lysogeny,4,0.8,2
2318,8,lysis,8,1,2
2320,5,recombinationReplication,5,1,2
2330,2,structuralAssembly,2,1,2
2332,3,structuralAssembly,3,1,2
2333,3,recombinationReplication,3,1,2
2337,12,recombinationReplication,12,1,2
2342,6,structuralAssembly,5,0.833333333,2
2343,8,recombinationReplication,8,1,2
2345,5,recombinationReplication,5,1,2
2346,2,recombinationReplication,2,1,2
2350,2,recombinationReplication,2,1,2
2360,11,structuralAssembly,8,0.727272727,2
2362,5,structuralAssembly,5,1,2
2363,6,structuralAssembly,6,1,2
2364,10,structuralAssembly,10,1,2
2365,12,structuralAssembly,12,1,2
2366,8,lysis,4,0.5,2
2379,5,structuralAssembly,5,1,2
2381,2,recombinationReplication,2,1,2
2382,3,structuralAssembly,3,1,2
2389,5,structuralAssembly,4,0.8,2
2390,5,recombinationReplication,4,0.8,2
2395,4,lysis,4,1,2
2399,8,structuralAssembly,8,1,2
2404,2,recombinationReplication,2,1,2
2406,4,lysis,3,0.75,2
2418,7,recombinationReplication,7,1,2
2419,2,recombinationReplication,2,1,2
2434,6,recombinationReplication,6,1,2
2435,3,lysogeny,3,1,2
2436,3,recombinationReplication,3,1,2
2441,4,recombinationReplication,4,1,2
2448,2,recombinationReplication,2,1,2
2451,9,structuralAssembly,9,1,2
2470,4,recombinationReplication,4,1,2
2483,7,lysogeny,4,0.571428571,2
2491,3,recombinationReplication,3,1,2
2494,3,recombinationReplication,3,1,2
2517,3,lysogeny,3,1,2
2521,2,recombinationReplication,2,1,2
2524,6,structuralAssembly,6,1,2
2530,7,lysis,7,1,2
2532,6,lysogeny,3,0.5,2
2533,5,lysogeny,3,0.6,2
2543,4,recombinationReplication,4,1,2
2555,2,lysis,2,1,2
2558,2,recombinationReplication,2,1,2
2577,2,structuralAssembly,2,1,2
2578,2,structuralAssembly,2,1,2
2579,3,structuralAssembly,3,1,2
2580,2,structuralAssembly,2,1,2
2624,2,lysogeny,2,1,2
2632,3,structuralAssembly,3,1,2
2636,2,recombinationReplication,2,1,2
2640,4,structuralAssembly,4,1,2
2647,3,structuralAssembly,3,1,2
2652,4,structuralAssembly,3,0.75,2
2654,2,structuralAssembly,2,1,2
2679,3,recombinationReplication,3,1,2
2683,4,recombinationReplication,4,1,2
2685,6,structuralAssembly,6,1,2
2692,2,recombinationReplication,2,1,2
2714,2,recombinationReplication,2,1,2
2728,2,structuralAssembly,2,1,2
2735,2,structuralAssembly,2,1,2
2742,5,structuralAssembly,4,0.8,2
2777,2,lysis,2,1,2
2783,2,lysis,1,0.5,2
2792,2,structuralAssembly,2,1,2
2794,2,lysogeny,1,0.5,2
2828,2,structuralAssembly,2,1,2
2847,2,lysogeny,2,1,2
2848,2,lysis,1,0.5,2
2850,2,recombinationReplication,2,1,2
2861,2,recombinationReplication,2,1,2
2887,2,recombinationReplication,2,1,2
2888,2,structuralAssembly,2,1,2
2889,3,recombinationReplication,3,1,2
2919,3,structuralAssembly,3,1,2
2934,3,structuralAssembly,3,1,2
2935,2,structuralAssembly,2,1,2
2954,3,recombinationReplication,3,1,2
2958,2,recombinationReplication,1,0.5,2
3062,3,structuralAssembly,2,0.666666667,2
3086,2,recombinationReplication,2,1,2
3104,3,structuralAssembly,3,1,2
3106,2,recombinationReplication,2,1,2
3123,1795,structuralAssembly,1795,1,2
3124,758,structuralAssembly,758,1,2
3125,74,recombinationReplication,73,0.986486486,2
3127,341,structuralAssembly,340,0.997067449,2
3128,273,structuralAssembly,273,1,2
3129,194,structuralAssembly,194,1,2
3131,231,recombinationReplication,229,0.991341991,2
3132,263,structuralAssembly,263,1,2
3134,3,recombinationReplication,3,1,2
3137,219,recombinationReplication,219,1,2
3140,278,structuralAssembly,278,1,2
3141,143,structuralAssembly,143,1,2
3142,154,recombinationReplication,154,1,2
3143,3,structuralAssembly,2,0.666666667,2
3146,140,recombinationReplication,140,1,2
3147,84,structuralAssembly,84,1,2
3150,136,structuralAssembly,136,1,2
3151,225,structuralAssembly,218,0.968888889,2
3152,117,structuralAssembly,77,0.658119658,2
3155,134,structuralAssembly,123,0.917910448,2
3157,6,recombinationReplication,6,1,2
3158,2,recombinationReplication,2,1,2
3159,79,structuralAssembly,79,1,2
3160,13,recombinationReplication,13,1,2
3162,63,structuralAssembly,63,1,2
3165,86,recombinationReplication,86,1,2
3166,2,recombinationReplication,2,1,2
3168,2,structuralAssembly,2,1,2
3169,96,lysis,96,1,2
3175,2,recombinationReplication,2,1,2
3180,45,lysis,45,1,2
3181,65,structuralAssembly,65,1,2
3183,39,structuralAssembly,39,1,2
3186,40,structuralAssembly,40,1,2
3187,140,recombinationReplication,139,0.992857143,2
3188,38,recombinationReplication,38,1,2
3192,3,lysis,2,0.666666667,2
3194,48,structuralAssembly,48,1,2
3195,19,structuralAssembly,19,1,2
3197,11,structuralAssembly,11,1,2
3198,61,structuralAssembly,61,1,2
3199,53,recombinationReplication,39,0.735849057,2
3201,2,recombinationReplication,2,1,2
3203,21,structuralAssembly,21,1,2
3205,33,structuralAssembly,33,1,2
3207,33,structuralAssembly,33,1,2
3209,3,lysis,2,0.666666667,2
3211,17,recombinationReplication,17,1,2
3213,16,structuralAssembly,16,1,2
3217,2,structuralAssembly,2,1,2
3218,39,lysis,39,1,2
3219,2,recombinationReplication,2,1,2
3224,29,lysogeny,29,1,2
3228,43,structuralAssembly,30,0.697674419,2
3231,3,recombinationReplication,3,1,2
3235,5,lysis,5,1,2
3236,4,structuralAssembly,4,1,2
3241,22,structuralAssembly,22,1,2
3245,37,structuralAssembly,37,1,2
3251,17,structuralAssembly,17,1,2
3252,8,recombinationReplication,8,1,2
3257,5,structuralAssembly,5,1,2
3259,2,recombinationReplication,2,1,2
3260,22,structuralAssembly,22,1,2
3262,20,structuralAssembly,20,1,2
3263,19,structuralAssembly,19,1,2
3267,29,recombinationReplication,29,1,2
3268,37,recombinationReplication,37,1,2
3272,22,recombinationReplication,22,1,2
3274,4,recombinationReplication,4,1,2
3277,18,recombinationReplication,18,1,2
3280,17,recombinationReplication,17,1,2
3281,6,recombinationReplication,6,1,2
3282,19,lysogeny,19,1,2
3284,16,recombinationReplication,15,0.9375,2
3285,2,recombinationReplication,2,1,2
3292,28,structuralAssembly,28,1,2
3303,7,recombinationReplication,7,1,2
3310,15,structuralAssembly,15,1,2
3312,6,structuralAssembly,6,1,2
3313,11,structuralAssembly,10,0.909090909,2
3314,5,lysis,5,1,2
3315,15,structuralAssembly,14,0.933333333,2
3320,15,structuralAssembly,11,0.733333333,2
3322,9,recombinationReplication,9,1,2
3326,25,lysogeny,14,0.56,2
3329,4,lysis,3,0.75,2
3331,2,recombinationReplication,2,1,2
3333,11,structuralAssembly,11,1,2
3336,5,lysogeny,5,1,2
3337,18,structuralAssembly,18,1,2
3342,9,structuralAssembly,9,1,2
3349,11,lysis,11,1,2
3350,11,recombinationReplication,11,1,2
3356,9,recombinationReplication,9,1,2
3357,14,structuralAssembly,14,1,2
3359,15,structuralAssembly,15,1,2
3360,10,structuralAssembly,10,1,2
3373,7,lysis,7,1,2
3382,6,recombinationReplication,6,1,2
3388,10,structuralAssembly,10,1,2
3389,11,structuralAssembly,11,1,2
3391,10,recombinationReplication,10,1,2
3392,10,structuralAssembly,10,1,2
3398,18,structuralAssembly,18,1,2
3401,15,lysis,14,0.933333333,2
3405,7,structuralAssembly,7,1,2
3407,2,recombinationReplication,2,1,2
3412,7,recombinationReplication,7,1,2
3415,4,recombinationReplication,4,1,2
3416,14,recombinationReplication,14,1,2
3417,12,lysis,8,0.666666667,2
3427,8,structuralAssembly,8,1,2
3441,20,structuralAssembly,20,1,2
3444,7,structuralAssembly,7,1,2
3446,2,recombinationReplication,2,1,2
3448,11,structuralAssembly,11,1,2
3451,10,recombinationReplication,8,0.8,2
3452,3,structuralAssembly,3,1,2
3454,2,recombinationReplication,2,1,2
3455,2,structuralAssembly,2,1,2
3457,6,lysogeny,6,1,2
3458,2,recombinationReplication,2,1,2
3459,13,structuralAssembly,13,1,2
3470,7,recombinationReplication,7,1,2
3481,24,lysogeny,19,0.791666667,2
3482,8,lysogeny,8,1,2
3491,4,recombinationReplication,4,1,2
3494,8,recombinationReplication,8,1,2
3495,13,recombinationReplication,12,0.923076923,2
3499,18,structuralAssembly,18,1,2
3503,2,lysis,2,1,2
3506,11,structuralAssembly,11,1,2
3512,11,lysogeny,11,1,2
3516,11,structuralAssembly,11,1,2
3523,6,structuralAssembly,6,1,2
3527,6,structuralAssembly,6,1,2
3529,2,structuralAssembly,2,1,2
3544,7,structuralAssembly,7,1,2
3546,6,recombinationReplication,6,1,2
3548,4,recombinationReplication,4,1,2
3555,2,recombinationReplication,2,1,2
3556,7,recombinationReplication,6,0.857142857,2
3557,13,recombinationReplication,13,1,2
3559,3,lysis,2,0.666666667,2
3565,8,recombinationReplication,8,1,2
3567,5,structuralAssembly,5,1,2
3568,7,structuralAssembly,7,1,2
3569,7,structuralAssembly,7,1,2
3570,7,recombinationReplication,7,1,2
3579,8,structuralAssembly,8,1,2
3582,12,structuralAssembly,12,1,2
3585,4,structuralAssembly,4,1,2
3589,2,lysogeny,1,0.5,2
3590,3,recombinationReplication,3,1,2
3591,7,recombinationReplication,7,1,2
3598,5,recombinationReplication,5,1,2
3599,2,structuralAssembly,2,1,2
3604,5,structuralAssembly,5,1,2
3611,12,structuralAssembly,12,1,2
3613,8,structuralAssembly,8,1,2
3625,7,lysis,7,1,2
3630,3,structuralAssembly,3,1,2
3634,4,structuralAssembly,4,1,2
3638,3,lysis,3,1,2
3646,2,recombinationReplication,2,1,2
3647,2,structuralAssembly,2,1,2
3648,5,recombinationReplication,5,1,2
3652,8,lysogeny,7,0.875,2
3653,3,structuralAssembly,3,1,2
3656,20,structuralAssembly,20,1,2
3658,2,recombinationReplication,2,1,2
3659,6,recombinationReplication,6,1,2
3664,3,recombinationReplication,3,1,2
3665,2,structuralAssembly,2,1,2
3666,2,structuralAssembly,2,1,2
3667,2,recombinationReplication,2,1,2
3668,5,lysogeny,5,1,2
3670,8,recombinationReplication,8,1,2
3672,2,recombinationReplication,2,1,2
3673,8,recombinationReplication,8,1,2
3688,11,structuralAssembly,11,1,2
3696,5,recombinationReplication,4,0.8,2
3698,2,recombinationReplication,2,1,2
3699,7,lysis,7,1,2
3702,4,lysis,4,1,2
3705,8,structuralAssembly,8,1,2
3716,2,lysis,2,1,2
3718,11,recombinationReplication,11,1,2
3727,12,structuralAssembly,12,1,2
3732,6,structuralAssembly,6,1,2
3735,5,structuralAssembly,5,1,2
3737,12,structuralAssembly,12,1,2
3741,4,lysis,4,1,2
3757,4,structuralAssembly,4,1,2
3762,2,lysis,1,0.5,2
3763,11,structuralAssembly,11,1,2
3767,3,structuralAssembly,3,1,2
3772,2,recombinationReplication,2,1,2
3776,2,lysogeny,2,1,2
3779,2,lysis,2,1,2
3795,2,recombinationReplication,2,1,2
3800,4,structuralAssembly,4,1,2
3801,3,recombinationReplication,3,1,2
3802,4,structuralAssembly,4,1,2
3803,2,structuralAssembly,2,1,2
3809,5,lysis,5,1,2
3812,5,structuralAssembly,5,1,2
3813,7,structuralAssembly,7,1,2
3815,2,recombinationReplication,2,1,2
3817,3,recombinationReplication,3,1,2
3820,2,recombinationReplication,2,1,2
3824,8,structuralAssembly,8,1,2
3826,4,recombinationReplication,4,1,2
3835,3,lysogeny,3,1,2
3836,4,recombinationReplication,4,1,2
3837,81,recombinationReplication,81,1,2
3841,6,structuralAssembly,6,1,2
3844,4,recombinationReplication,4,1,2
3846,2,recombinationReplication,2,1,2
3858,2,recombinationReplication,2,1,2
3872,2,structuralAssembly,2,1,2
3878,8,structuralAssembly,8,1,2
3883,2,structuralAssembly,2,1,2
3884,3,structuralAssembly,3,1,2
3891,3,recombinationReplication,3,1,2
3894,4,recombinationReplication,4,1,2
3904,7,lysis,7,1,2
3925,4,structuralAssembly,4,1,2
3940,2,recombinationReplication,2,1,2
3970,5,lysogeny,4,0.8,2
3989,3,recombinationReplication,3,1,2
3995,5,lysis,5,1,2
4001,2,recombinationReplication,2,1,2
4016,5,structuralAssembly,5,1,2
4019,2,recombinationReplication,2,1,2
4023,4,structuralAssembly,4,1,2
4026,2,lysis,1,0.5,2
4031,6,structuralAssembly,5,0.833333333,2
4048,2,recombinationReplication,2,1,2
4052,3,recombinationReplication,3,1,2
